"","teamID","Year","Team","TeamName","Wins","Attendance","Salary"
"1","ANA",1997,"ANA","Anaheim Angels",84,1767330,42348972
"2","ANA",1998,"ANA","Anaheim Angels",85,2519280,52133500
"3","ANA",1999,"ANA","Anaheim Angels",70,2253123,53688166
"4","ANA",2000,"ANA","Anaheim Angels",82,2066982,63330834
"5","ANA",2001,"ANA","Anaheim Angels",75,2000919,33778500
"6","ANA",2002,"ANA","Anaheim Angels",99,2305547,64271667
"7","ANA",2003,"ANA","Anaheim Angels",77,3061094,79364167
"8","ANA",2004,"ANA","Anaheim Angels",92,3375677,101383167
"9","ARI",1998,"ARI","Arizona Diamondbacks",65,3610290,38305000
"10","ARI",1999,"ARI","Arizona Diamondbacks",100,3019654,73390999
"11","ARI",2000,"ARI","Arizona Diamondbacks",85,2942251,87662833
"12","ARI",2001,"ARI","Arizona Diamondbacks",92,2736451,80872999
"13","ARI",2002,"ARI","Arizona Diamondbacks",98,3198977,105344999
"14","ARI",2003,"ARI","Arizona Diamondbacks",84,2805542,94664500
"15","ARI",2004,"ARI","Arizona Diamondbacks",51,2519560,72015750
"16","ARI",2005,"ARI","Arizona Diamondbacks",77,2059424,67307166
"17","ARI",2006,"ARI","Arizona Diamondbacks",76,2091685,70209226
"18","ARI",2007,"ARI","Arizona Diamondbacks",90,2325249,65867546
"19","ARI",2008,"ARI","Arizona Diamondbacks",82,2509924,86422712
"20","ARI",2009,"ARI","Arizona Diamondbacks",70,2128765,76148166
"21","ARI",2010,"ARI","Arizona Diamondbacks",65,2056941,71368166
"22","ARI",2011,"ARI","Arizona Diamondbacks",94,2105432,73889833
"23","ARI",2012,"ARI","Arizona Diamondbacks",81,2177617,78974833
"24","ARI",2013,"ARI","Arizona Diamondbacks",81,2134795,91482000
"25","ARI",2014,"ARI","Arizona Diamondbacks",64,2073730,98363500
"26","ARI",2015,"ARI","Arizona Diamondbacks",79,2080145,64441500
"27","ARI",2016,"ARI","Arizona Diamondbacks",69,2036216,87439063
"28","ATL",1985,"ATL","Atlanta Braves",66,1350137,14032000
"29","ATL",1986,"ATL","Atlanta Braves",72,1387181,17872786
"30","ATL",1987,"ATL","Atlanta Braves",69,1217402,13278667
"31","ATL",1988,"ATL","Atlanta Braves",54,848089,13489007
"32","ATL",1989,"ATL","Atlanta Braves",63,984930,9650167
"33","ATL",1990,"ATL","Atlanta Braves",65,980129,14273334
"34","ATL",1991,"ATL","Atlanta Braves",94,2140217,18453500
"35","ATL",1992,"ATL","Atlanta Braves",98,3077400,38733667
"36","ATL",1993,"ATL","Atlanta Braves",104,3884720,45827417
"37","ATL",1994,"ATL","Atlanta Braves",68,2539240,46907846
"38","ATL",1995,"ATL","Atlanta Braves",90,2561831,50670445
"39","ATL",1996,"ATL","Atlanta Braves",96,2901242,55097500
"40","ATL",1997,"ATL","Atlanta Braves",101,3464488,53178500
"41","ATL",1998,"ATL","Atlanta Braves",106,3360860,62488500
"42","ATL",1999,"ATL","Atlanta Braves",103,3284897,75800000
"43","ATL",2000,"ATL","Atlanta Braves",95,3234304,89289625
"44","ATL",2001,"ATL","Atlanta Braves",88,2823530,101391666
"45","ATL",2002,"ATL","Atlanta Braves",101,2603484,90960367
"46","ATL",2003,"ATL","Atlanta Braves",101,2401084,104518667
"47","ATL",2004,"ATL","Atlanta Braves",96,2327565,91582500
"48","ATL",2005,"ATL","Atlanta Braves",90,2521167,90494802
"49","ATL",2006,"ATL","Atlanta Braves",79,2550524,84667333
"50","ATL",2007,"ATL","Atlanta Braves",84,2745207,81970833
"51","ATL",2008,"ATL","Atlanta Braves",72,2532834,108275683
"52","ATL",2009,"ATL","Atlanta Braves",86,2373631,107238666
"53","ATL",2010,"ATL","Atlanta Braves",91,2510119,107271166
"54","ATL",2011,"ATL","Atlanta Braves",89,2372940,98527692
"55","ATL",2012,"ATL","Atlanta Braves",94,2420171,89874942
"56","ATL",2013,"ATL","Atlanta Braves",96,2548679,95442025
"57","ATL",2014,"ATL","Atlanta Braves",79,2354305,102974000
"58","ATL",2015,"ATL","Atlanta Braves",67,2001392,122673750
"59","ATL",2016,"ATL","Atlanta Braves",68,2020914,85458541
"60","BAL",1985,"BAL","Baltimore Orioles",83,2132387,12073212
"61","BAL",1986,"BAL","Baltimore Orioles",73,1973176,12316258
"62","BAL",1987,"BAL","Baltimore Orioles",67,1835692,14201523
"63","BAL",1988,"BAL","Baltimore Orioles",54,1660738,14132075
"64","BAL",1989,"BAL","Baltimore Orioles",87,2535208,9729500
"65","BAL",1990,"BAL","Baltimore Orioles",76,2415189,10493084
"66","BAL",1991,"BAL","Baltimore Orioles",67,2552753,15257334
"67","BAL",1992,"BAL","Baltimore Orioles",89,3567819,25866334
"68","BAL",1993,"BAL","Baltimore Orioles",85,3644965,30546500
"69","BAL",1994,"BAL","Baltimore Orioles",63,2535359,39490487
"70","BAL",1995,"BAL","Baltimore Orioles",71,3098475,51330521
"71","BAL",1996,"BAL","Baltimore Orioles",88,3646950,56949482
"72","BAL",1997,"BAL","Baltimore Orioles",98,3711132,63741400
"73","BAL",1998,"BAL","Baltimore Orioles",79,3684650,80533134
"74","BAL",1999,"BAL","Baltimore Orioles",78,3433150,81759513
"75","BAL",2000,"BAL","Baltimore Orioles",74,3297031,81535646
"76","BAL",2001,"BAL","Baltimore Orioles",63,3094841,59970500
"77","BAL",2002,"BAL","Baltimore Orioles",67,2682439,49492197
"78","BAL",2003,"BAL","Baltimore Orioles",71,2454523,55399500
"79","BAL",2004,"BAL","Baltimore Orioles",78,2744018,45423333
"80","BAL",2005,"BAL","Baltimore Orioles",74,2624740,78675833
"81","BAL",2006,"BAL","Baltimore Orioles",70,2153139,72631082
"82","BAL",2007,"BAL","Baltimore Orioles",69,2164822,86922052
"83","BAL",2008,"BAL","Baltimore Orioles",68,1950075,61169580
"84","BAL",2009,"BAL","Baltimore Orioles",64,1907163,67532566
"85","BAL",2010,"BAL","Baltimore Orioles",66,1733018,82017500
"86","BAL",2011,"BAL","Baltimore Orioles",69,1755461,85901298
"87","BAL",2012,"BAL","Baltimore Orioles",93,2102240,87003999
"88","BAL",2013,"BAL","Baltimore Orioles",85,2357561,99889333
"89","BAL",2014,"BAL","Baltimore Orioles",96,2464473,113841000
"90","BAL",2015,"BAL","Baltimore Orioles",81,2281202,122982333
"91","BAL",2016,"BAL","Baltimore Orioles",89,2172344,168093456
"92","BOS",1985,"BOS","Boston Red Sox",81,1786633,10762227
"93","BOS",1986,"BOS","Boston Red Sox",95,2147641,15534891
"94","BOS",1987,"BOS","Boston Red Sox",78,2231551,10937790
"95","BOS",1988,"BOS","Boston Red Sox",89,2464851,14683723
"96","BOS",1989,"BOS","Boston Red Sox",83,2510012,17806748
"97","BOS",1990,"BOS","Boston Red Sox",88,2528986,24053333
"98","BOS",1991,"BOS","Boston Red Sox",84,2562435,33917500
"99","BOS",1992,"BOS","Boston Red Sox",73,2468574,42237250
"100","BOS",1993,"BOS","Boston Red Sox",80,2422021,42587250
"101","BOS",1994,"BOS","Boston Red Sox",54,1775818,41289084
"102","BOS",1995,"BOS","Boston Red Sox",86,2164410,38784018
"103","BOS",1996,"BOS","Boston Red Sox",85,2315231,42674500
"104","BOS",1997,"BOS","Boston Red Sox",78,2226136,44214750
"105","BOS",1998,"BOS","Boston Red Sox",92,2314704,55777000
"106","BOS",1999,"BOS","Boston Red Sox",94,2446162,73347500
"107","BOS",2000,"BOS","Boston Red Sox",85,2585895,91327833
"108","BOS",2001,"BOS","Boston Red Sox",82,2625333,115428333
"109","BOS",2002,"BOS","Boston Red Sox",93,2650862,116111060
"110","BOS",2003,"BOS","Boston Red Sox",95,2724165,110440667
"111","BOS",2004,"BOS","Boston Red Sox",98,2837294,144135667
"112","BOS",2005,"BOS","Boston Red Sox",95,2847888,136753458
"113","BOS",2006,"BOS","Boston Red Sox",86,2930588,129132324
"114","BOS",2007,"BOS","Boston Red Sox",96,2970755,143126214
"115","BOS",2008,"BOS","Boston Red Sox",95,3048250,137565035
"116","BOS",2009,"BOS","Boston Red Sox",95,3062699,144360999
"117","BOS",2010,"BOS","Boston Red Sox",89,3046443,163170913
"118","BOS",2011,"BOS","Boston Red Sox",90,3054001,169026475
"119","BOS",2012,"BOS","Boston Red Sox",69,3043003,165501117
"120","BOS",2013,"BOS","Boston Red Sox",97,2833333,175189771
"121","BOS",2014,"BOS","Boston Red Sox",71,2956089,174892929
"122","BOS",2015,"BOS","Boston Red Sox",78,2880694,184048900
"123","BOS",2016,"BOS","Boston Red Sox",93,2955434,191725261
"124","CAL",1985,"ANA","California Angels",90,2567427,13191227
"125","CAL",1986,"ANA","California Angels",92,2655872,14047258
"126","CAL",1987,"ANA","California Angels",75,2696299,14097999
"127","CAL",1988,"ANA","California Angels",75,2340925,12189888
"128","CAL",1989,"ANA","California Angels",91,2647291,15097833
"129","CAL",1990,"ANA","California Angels",80,2555688,23248652
"130","CAL",1991,"ANA","California Angels",81,2416236,30660001
"131","CAL",1992,"ANA","California Angels",72,2065444,35474334
"132","CAL",1993,"ANA","California Angels",71,2057460,31435334
"133","CAL",1994,"ANA","California Angels",47,1512622,22000500
"134","CAL",1995,"ANA","California Angels",78,1748680,35818171
"135","CAL",1996,"ANA","California Angels",70,1820521,29633000
"136","CHA",1985,"CHW","Chicago White Sox",85,1669888,9383178
"137","CHA",1986,"CHW","Chicago White Sox",72,1424313,16443540
"138","CHA",1987,"CHW","Chicago White Sox",77,1208060,10366843
"139","CHA",1988,"CHW","Chicago White Sox",71,1115749,6730500
"140","CHA",1989,"CHW","Chicago White Sox",69,1045651,9805691
"141","CHA",1990,"CHW","Chicago White Sox",94,2002357,8541500
"142","CHA",1991,"CHW","Chicago White Sox",87,2934154,17019667
"143","CHA",1992,"CHW","Chicago White Sox",86,2681156,30146833
"144","CHA",1993,"CHW","Chicago White Sox",94,2581091,46146166
"145","CHA",1994,"CHW","Chicago White Sox",67,1697398,36728836
"146","CHA",1995,"CHW","Chicago White Sox",68,1609773,39904282
"147","CHA",1996,"CHW","Chicago White Sox",85,1676403,48639500
"148","CHA",1997,"CHW","Chicago White Sox",80,1864782,53207500
"149","CHA",1998,"CHW","Chicago White Sox",80,1391146,36905000
"150","CHA",1999,"CHW","Chicago White Sox",75,1338851,24770000
"151","CHA",2000,"CHW","Chicago White Sox",95,1947799,30293500
"152","CHA",2001,"CHW","Chicago White Sox",83,1766172,66103667
"153","CHA",2002,"CHW","Chicago White Sox",81,1676911,56092833
"154","CHA",2003,"CHW","Chicago White Sox",86,1939524,70630000
"155","CHA",2004,"CHW","Chicago White Sox",83,1930537,84987500
"156","CHA",2005,"CHW","Chicago White Sox",99,2342833,75435000
"157","CHA",2006,"CHW","Chicago White Sox",90,2957414,103180667
"158","CHA",2007,"CHW","Chicago White Sox",72,2684395,109541833
"159","CHA",2008,"CHW","Chicago White Sox",89,2500648,136579527
"160","CHA",2009,"CHW","Chicago White Sox",79,2284163,115653500
"161","CHA",2010,"CHW","Chicago White Sox",88,2194378,123025006
"162","CHA",2011,"CHW","Chicago White Sox",79,2001117,131289000
"163","CHA",2012,"CHW","Chicago White Sox",85,1965955,119738000
"164","CHA",2013,"CHW","Chicago White Sox",63,1768413,99893406
"165","CHA",2014,"CHW","Chicago White Sox",73,1650821,78085200
"166","CHA",2015,"CHW","Chicago White Sox",76,1755810,112893700
"167","CHA",2016,"CHW","Chicago White Sox",78,1746293,130998667
"168","CHN",1985,"CHC","Chicago Cubs",77,2161534,13227917
"169","CHN",1986,"CHC","Chicago Cubs",70,1859102,17418165
"170","CHN",1987,"CHC","Chicago Cubs",76,2035130,13622999
"171","CHN",1988,"CHC","Chicago Cubs",77,2089034,12768365
"172","CHN",1989,"CHC","Chicago Cubs",93,2491942,11296000
"173","CHN",1990,"CHC","Chicago Cubs",77,2243791,13674000
"174","CHN",1991,"CHC","Chicago Cubs",77,2314250,21930667
"175","CHN",1992,"CHC","Chicago Cubs",78,2126720,34929686
"176","CHN",1993,"CHC","Chicago Cubs",84,2653763,40284666
"177","CHN",1994,"CHC","Chicago Cubs",49,1845208,36678333
"178","CHN",1995,"CHC","Chicago Cubs",73,1918265,36950834
"179","CHN",1996,"CHC","Chicago Cubs",76,2219110,30365000
"180","CHN",1997,"CHC","Chicago Cubs",68,2190308,47610333
"181","CHN",1998,"CHC","Chicago Cubs",90,2623194,56372000
"182","CHN",1999,"CHC","Chicago Cubs",67,2813854,59013000
"183","CHN",2000,"CHC","Chicago Cubs",65,2789511,67346833
"184","CHN",2001,"CHC","Chicago Cubs",88,2779465,74215833
"185","CHN",2002,"CHC","Chicago Cubs",67,2693096,75710333
"186","CHN",2003,"CHC","Chicago Cubs",88,2962630,86758333
"187","CHN",2004,"CHC","Chicago Cubs",89,3170154,94010000
"188","CHN",2005,"CHC","Chicago Cubs",79,3099992,90341800
"189","CHN",2006,"CHC","Chicago Cubs",66,3123215,106063575
"190","CHN",2007,"CHC","Chicago Cubs",85,3252462,117302826
"191","CHN",2008,"CHC","Chicago Cubs",97,3300200,132870833
"192","CHN",2009,"CHC","Chicago Cubs",83,3168859,136724000
"193","CHN",2010,"CHC","Chicago Cubs",75,3062973,132944000
"194","CHN",2011,"CHC","Chicago Cubs",71,3017966,139306732
"195","CHN",2012,"CHC","Chicago Cubs",61,2882756,75397033
"196","CHN",2013,"CHC","Chicago Cubs",66,2642682,99275975
"197","CHN",2014,"CHC","Chicago Cubs",73,2652113,61247500
"198","CHN",2015,"CHC","Chicago Cubs",97,2919122,125486610
"199","CHN",2016,"CHC","Chicago Cubs",103,3232420,173808111
"200","CIN",1985,"CIN","Cincinnati Reds",89,1834619,9787417
"201","CIN",1986,"CIN","Cincinnati Reds",86,1692432,11501388
"202","CIN",1987,"CIN","Cincinnati Reds",84,2185205,9536500
"203","CIN",1988,"CIN","Cincinnati Reds",87,2072528,9073409
"204","CIN",1989,"CIN","Cincinnati Reds",75,1979320,12013000
"205","CIN",1990,"CIN","Cincinnati Reds",91,2400892,16512500
"206","CIN",1991,"CIN","Cincinnati Reds",74,2372377,26213666
"207","CIN",1992,"CIN","Cincinnati Reds",90,2315946,35168999
"208","CIN",1993,"CIN","Cincinnati Reds",73,2453232,41231166
"209","CIN",1994,"CIN","Cincinnati Reds",66,1897681,35884500
"210","CIN",1995,"CIN","Cincinnati Reds",85,1837649,51469282
"211","CIN",1996,"CIN","Cincinnati Reds",81,1861428,37033334
"212","CIN",1997,"CIN","Cincinnati Reds",76,1785788,44493000
"213","CIN",1998,"CIN","Cincinnati Reds",77,1793649,22135000
"214","CIN",1999,"CIN","Cincinnati Reds",96,2061222,32750761
"215","CIN",2000,"CIN","Cincinnati Reds",85,2577371,39537200
"216","CIN",2001,"CIN","Cincinnati Reds",66,1879757,55566000
"217","CIN",2002,"CIN","Cincinnati Reds",78,1855787,55895890
"218","CIN",2003,"CIN","Cincinnati Reds",69,2355259,56515667
"219","CIN",2004,"CIN","Cincinnati Reds",76,2287250,48240250
"220","CIN",2005,"CIN","Cincinnati Reds",73,1943067,61870583
"221","CIN",2006,"CIN","Cincinnati Reds",80,2134607,79293519
"222","CIN",2007,"CIN","Cincinnati Reds",72,2058593,68532480
"223","CIN",2008,"CIN","Cincinnati Reds",74,2058632,44710000
"224","CIN",2009,"CIN","Cincinnati Reds",78,1747919,80213500
"225","CIN",2010,"CIN","Cincinnati Reds",91,2060550,71195542
"226","CIN",2011,"CIN","Cincinnati Reds",79,2213588,75947134
"227","CIN",2012,"CIN","Cincinnati Reds",97,2347251,77425925
"228","CIN",2013,"CIN","Cincinnati Reds",90,2534369,107104462
"229","CIN",2014,"CIN","Cincinnati Reds",76,2476664,108217500
"230","CIN",2015,"CIN","Cincinnati Reds",64,2419506,113072286
"231","CIN",2016,"CIN","Cincinnati Reds",68,1894085,88432059
"232","CLE",1985,"CLE","Cleveland Indians",60,655181,6851666
"233","CLE",1986,"CLE","Cleveland Indians",84,1471805,7709500
"234","CLE",1987,"CLE","Cleveland Indians",61,1077898,8585250
"235","CLE",1988,"CLE","Cleveland Indians",78,1411610,8656500
"236","CLE",1989,"CLE","Cleveland Indians",73,1285542,8864500
"237","CLE",1990,"CLE","Cleveland Indians",77,1225240,14942000
"238","CLE",1991,"CLE","Cleveland Indians",57,1051863,17430000
"239","CLE",1992,"CLE","Cleveland Indians",76,1224094,8696044
"240","CLE",1993,"CLE","Cleveland Indians",76,2177908,16532500
"241","CLE",1994,"CLE","Cleveland Indians",66,1995174,29820500
"242","CLE",1995,"CLE","Cleveland Indians",100,2842745,42811835
"243","CLE",1996,"CLE","Cleveland Indians",99,3318174,56867360
"244","CLE",1997,"CLE","Cleveland Indians",86,3404750,59623460
"245","CLE",1998,"CLE","Cleveland Indians",89,3467299,64465166
"246","CLE",1999,"CLE","Cleveland Indians",97,3468456,76955962
"247","CLE",2000,"CLE","Cleveland Indians",90,3456278,89797438
"248","CLE",2001,"CLE","Cleveland Indians",91,3175523,88434001
"249","CLE",2002,"CLE","Cleveland Indians",74,2616940,85902949
"250","CLE",2003,"CLE","Cleveland Indians",68,1730002,40634834
"251","CLE",2004,"CLE","Cleveland Indians",80,1814401,34207800
"252","CLE",2005,"CLE","Cleveland Indians",93,2013763,39529800
"253","CLE",2006,"CLE","Cleveland Indians",78,1997995,46971500
"254","CLE",2007,"CLE","Cleveland Indians",96,2275912,66897867
"255","CLE",2008,"CLE","Cleveland Indians",81,2169760,73337566
"256","CLE",2009,"CLE","Cleveland Indians",65,1766242,66112141
"257","CLE",2010,"CLE","Cleveland Indians",69,1394812,60778966
"258","CLE",2011,"CLE","Cleveland Indians",80,1840835,54576566
"259","CLE",2012,"CLE","Cleveland Indians",68,1603596,65142800
"260","CLE",2013,"CLE","Cleveland Indians",92,1572926,78925425
"261","CLE",2014,"CLE","Cleveland Indians",85,1437393,83176899
"262","CLE",2015,"CLE","Cleveland Indians",81,1388905,59163766
"263","CLE",2016,"CLE","Cleveland Indians",94,1591667,94471900
"264","COL",1993,"COL","Colorado Rockies",67,4483350,15419500
"265","COL",1994,"COL","Colorado Rockies",53,3281511,23769333
"266","COL",1995,"COL","Colorado Rockies",77,3390037,39208707
"267","COL",1996,"COL","Colorado Rockies",83,3891014,32366832
"268","COL",1997,"COL","Colorado Rockies",83,3888453,47237667
"269","COL",1998,"COL","Colorado Rockies",77,3792683,52954648
"270","COL",1999,"COL","Colorado Rockies",72,3481065,60260837
"271","COL",2000,"COL","Colorado Rockies",82,3295129,50738690
"272","COL",2001,"COL","Colorado Rockies",73,3166821,74294834
"273","COL",2002,"COL","Colorado Rockies",73,2737838,57513543
"274","COL",2003,"COL","Colorado Rockies",74,2334085,61233667
"275","COL",2004,"COL","Colorado Rockies",68,2338069,59715167
"276","COL",2005,"COL","Colorado Rockies",67,1914389,49351000
"277","COL",2006,"COL","Colorado Rockies",76,2104362,51865833
"278","COL",2007,"COL","Colorado Rockies",90,2376250,59441000
"279","COL",2008,"COL","Colorado Rockies",74,2650218,75675500
"280","COL",2009,"COL","Colorado Rockies",92,2665080,76330000
"281","COL",2010,"COL","Colorado Rockies",83,2875245,87074000
"282","COL",2011,"COL","Colorado Rockies",73,2909777,97024071
"283","COL",2012,"COL","Colorado Rockies",64,2630458,82708571
"284","COL",2013,"COL","Colorado Rockies",74,2793828,72684071
"285","COL",2014,"COL","Colorado Rockies",66,2680329,94901500
"286","COL",2015,"COL","Colorado Rockies",68,2506789,117688600
"287","COL",2016,"COL","Colorado Rockies",75,2602524,77126071
"288","DET",1985,"DET","Detroit Tigers",84,2286609,10908143
"289","DET",1986,"DET","Detroit Tigers",87,1899437,12804047
"290","DET",1987,"DET","Detroit Tigers",98,2061830,13290381
"291","DET",1988,"DET","Detroit Tigers",88,2081162,13167071
"292","DET",1989,"DET","Detroit Tigers",59,1543656,14206071
"293","DET",1990,"DET","Detroit Tigers",79,1495785,20359238
"294","DET",1991,"DET","Detroit Tigers",84,1641661,23188333
"295","DET",1992,"DET","Detroit Tigers",75,1423963,28106168
"296","DET",1993,"DET","Detroit Tigers",85,1971421,39497998
"297","DET",1994,"DET","Detroit Tigers",53,1184783,42146501
"298","DET",1995,"DET","Detroit Tigers",60,1180979,35070501
"299","DET",1996,"DET","Detroit Tigers",53,1168610,30406000
